Store_ID,Platform,Product_Count,Monthly_Revenue,Avg_Discount_%,Return_Rate_%
602,Dukaan,50,108512.0,10.46,10.02
603,PrestaShop,672,348058.0,17.89,19.22
604,Shopify,148,51761.0,13.76,27.92
605,BigCommerce,124,56596.0,26.2,23.67
606,Martjack,742,151885.0,13.79,22.96
607,Weebly,388,175798.0,12.99,1.53
608,Dukaan,51,143985.0,16.69,12.47
609,OpenCart,488,296317.0,12.8,7.46
610,Magento,713,50000.0,13.18,11.07
611,Unicommerce,149,140646.0,21.35,8.61
612,Weebly,508,506975.0,11.69,6.01
613,Custom,133,411573.0,12.76,23.76
614,Dukaan,348,138278.0,12.03,7.77
615,Dukaan,314,207175.0,7.09,9.02
616,Martjack,344,254531.0,12.7,5.01
617,Martjack,590,202270.0,13.6,14.96
618,Zepo,217,81229.0,23.03,14.06
619,Weebly,92,151625.0,9.01,6.76
620,Kartify,168,50000.0,6.86,21.44
621,OpenCart,37,207894.0,21.77,14.19
622,Kartrocket,131,58767.0,16.15,12.0
623,Martjack,370,136061.0,9.38,9.01
624,Unicommerce,355,915704.0,13.51,23.44
625,WooCommerce,434,486470.0,6.0,6.05
626,Kartrocket,170,50000.0,6.86,6.72
627,Kartrocket,224,50000.0,0.66,6.35
628,Paytm Mall,190,1072001.0,23.57,10.45
629,Instamojo,79,145300.0,4.98,7.4
630,OpenCart,968,233777.0,23.4,0.67
631,Kartify,50,580103.0,21.06,12.81
632,Shopify,310,358538.0,7.26,18.48
633,Martjack,548,89804.0,6.91,10.59
634,BigCommerce,169,434957.0,8.96,19.34
635,OpenCart,450,93816.0,9.6,8.91
636,Martjack,180,77635.0,5.74,12.76
637,Zepo,470,1088892.0,8.56,19.25
638,Paytm Mall,110,173618.0,18.86,12.52
639,BigCommerce,868,840838.0,12.45,10.81
640,WooCommerce,488,50000.0,14.2,15.66
641,Kartrocket,560,55993.0,13.05,11.4
642,Custom,143,165762.0,11.55,13.81
643,Weebly,35,66125.0,23.04,7.14
644,Zepo,948,69177.0,9.08,23.26
645,Weebly,108,345563.0,7.17,16.43
646,WooCommerce,317,86849.0,10.56,10.94
647,Magento,134,98129.0,21.97,18.15
648,Volusion,37,50000.0,11.21,16.07
649,WooCommerce,1125,234924.0,4.88,9.96
650,Squarespace,296,661282.0,12.19,29.62
651,OpenCart,152,103589.0,14.19,0.8
652,Volusion,313,166638.0,7.51,22.8
653,Volusion,436,153027.0,15.58,6.89
654,Martjack,737,185755.0,5.99,19.51
655,BigCommerce,149,323249.0,11.65,15.94
656,StoreHippo,100,113552.0,17.23,14.73
657,Shopmatic,621,65013.0,4.41,7.37
658,Shopmatic,446,50000.0,24.21,3.32
659,Kartrocket,39,1893023.0,12.19,14.65
660,Zepo,472,215900.0,5.17,14.62
661,OpenCart,172,208501.0,4.85,12.44
662,Squarespace,119,621465.0,2.78,4.89
663,Zepo,962,50000.0,12.72,13.53
664,Instamojo,313,639560.0,12.7,7.06
665,Paytm Mall,56,50000.0,15.46,10.05
666,Custom,197,214742.0,25.68,11.66
667,StoreHippo,537,50000.0,11.18,13.19
668,Martjack,102,119868.0,13.23,10.59
669,Magento,139,257545.0,6.92,29.04
670,PrestaShop,540,531340.0,4.51,14.37
671,Weebly,773,146410.0,21.47,7.59
672,WooCommerce,689,50000.0,6.05,3.31
673,Shopify,186,137094.0,7.55,18.26
674,Kartrocket,190,86855.0,18.1,14.66
675,StoreHippo,121,151077.0,9.39,11.66
676,Volusion,1102,193893.0,23.04,3.8
677,Martjack,49,75757.0,4.68,3.22
678,Custom,524,50000.0,10.29,5.27
679,Kartify,76,130705.0,8.67,5.62
680,Kartrocket,212,658869.0,20.72,12.9
681,BigCommerce,195,313392.0,13.79,1.79
682,WooCommerce,1016,70963.0,10.57,20.99
683,Unicommerce,441,82288.0,3.07,2.14
684,WooCommerce,45,100888.0,6.55,24.73
685,Shopmatic,459,85391.0,3.59,13.23
686,Kartrocket,315,112905.0,19.2,6.3
687,Kartrocket,144,300005.0,5.63,23.59
688,Squarespace,498,50000.0,2.22,13.5
689,OpenCart,760,157914.0,19.8,11.76
690,PrestaShop,56,480873.0,15.24,24.07
691,Kartify,126,232350.0,17.75,7.05
692,Weebly,89,303705.0,5.48,20.92
693,Martjack,98,180285.0,4.51,16.81
694,Kartrocket,434,1318514.0,0.77,20.5
695,StoreHippo,766,452247.0,5.88,17.68
696,Weebly,165,102287.0,32.4,16.01
697,Shopify,185,402944.0,18.7,19.1
698,WooCommerce,424,193877.0,12.92,26.62
699,Shopmatic,47,134384.0,18.07,6.47
700,Custom,949,333507.0,16.16,13.38
701,Zepo,1197,363597.0,8.35,5.63
702,Zepo,57,181771.0,16.98,18.94
703,Zepo,115,323703.0,29.11,13.61
704,StoreHippo,52,190186.0,18.47,13.89
705,Squarespace,103,78708.0,17.38,15.92
706,PrestaShop,33,141713.0,29.36,11.26
707,WooCommerce,514,1679191.0,2.06,12.11
708,Squarespace,170,104385.0,19.92,7.28
709,Magento,30,174076.0,8.01,4.8
710,Shopify,128,370945.0,12.91,6.69
711,WooCommerce,166,130135.0,11.22,18.5
712,Shopmatic,814,220057.0,5.24,13.56
713,Kartify,94,365953.0,10.81,3.89
714,Unicommerce,362,212818.0,6.85,15.99
715,PrestaShop,133,114818.0,12.13,17.17
716,Volusion,703,69902.0,5.52,12.16
717,BigCommerce,388,188512.0,14.75,16.06
718,PrestaShop,138,103922.0,10.91,20.9
719,OpenCart,406,90994.0,10.21,18.64
720,Shopmatic,855,233568.0,19.14,5.03
721,Shopmatic,763,910339.0,16.18,5.04
722,Magento,86,93906.0,15.16,14.04
723,Dukaan,421,50000.0,12.21,5.78
724,Custom,487,112447.0,10.99,22.35
725,Instamojo,836,85143.0,12.34,19.95
726,BigCommerce,71,188128.0,15.44,12.98
727,PrestaShop,49,53477.0,12.98,16.01
728,Volusion,660,140108.0,11.16,13.93
729,Shopmatic,367,486265.0,8.76,20.48
730,OpenCart,167,50000.0,15.26,6.15
731,Instamojo,414,384722.0,13.45,23.87
732,Kartrocket,402,129248.0,26.51,12.5
733,Zepo,602,426463.0,15.62,22.05
734,Custom,99,512559.0,1.8,9.74
735,Shopmatic,135,73796.0,28.14,19.69
736,Kartrocket,91,57590.0,15.18,19.56
737,Zepo,141,63879.0,13.81,26.59
738,Magento,32,209332.0,14.28,11.55
739,Kartify,497,69188.0,5.16,16.02
740,Squarespace,125,276853.0,7.64,9.46
741,Instamojo,609,273107.0,11.81,13.81
742,Instamojo,103,1009604.0,17.65,14.81
743,Unicommerce,281,635546.0,9.78,8.47
744,Custom,428,117292.0,9.47,18.09
745,WooCommerce,169,80258.0,16.13,7.28
746,Zepo,689,121653.0,4.95,14.5
747,OpenCart,1065,280007.0,30.07,4.9
748,WooCommerce,586,72115.0,5.07,11.55
749,Shopmatic,586,50000.0,5.7,4.01
750,PrestaShop,507,442429.0,15.8,7.39
751,Unicommerce,195,110420.0,2.2,23.26
752,Weebly,155,294185.0,12.24,22.73
753,Zepo,34,212792.0,9.02,25.15
754,Instamojo,913,393200.0,16.48,20.62
755,Custom,185,154692.0,29.09,16.9
756,Kartify,172,71052.0,10.03,14.6
757,Magento,61,64699.0,30.23,19.66
758,Shopmatic,69,216357.0,10.41,29.24
759,Custom,453,265097.0,24.21,6.63
760,Shopmatic,1144,71540.0,3.78,17.36
761,Weebly,80,116827.0,8.9,23.79
762,OpenCart,62,305354.0,8.1,3.59
763,BigCommerce,137,180610.0,22.75,7.99
764,Paytm Mall,361,556293.0,19.55,12.27
765,Kartrocket,75,154592.0,5.18,10.83
766,Dukaan,188,434193.0,17.47,3.62
767,WooCommerce,873,63906.0,16.21,7.04
768,Magento,199,275431.0,7.51,10.3
769,PrestaShop,461,467645.0,7.92,19.31
770,Squarespace,114,157761.0,7.72,25.7
771,PrestaShop,161,207640.0,21.08,29.86
772,PrestaShop,277,262159.0,21.75,17.73
773,Squarespace,1196,219483.0,13.14,17.98
774,PrestaShop,75,237449.0,25.84,3.54
775,Paytm Mall,401,53228.0,8.21,17.54
776,Kartrocket,114,50000.0,6.73,4.47
777,Custom,538,251695.0,30.2,2.49
778,StoreHippo,255,586228.0,10.85,18.89
779,PrestaShop,288,182915.0,7.18,23.28
780,PrestaShop,925,372186.0,14.64,20.9
781,BigCommerce,1198,144701.0,13.34,7.83
782,Instamojo,369,295138.0,10.39,3.44
783,WooCommerce,286,210559.0,31.32,7.51
784,BigCommerce,824,205541.0,16.83,15.1
785,Weebly,1006,63754.0,8.94,15.93
786,Paytm Mall,272,50000.0,12.24,19.52
787,Volusion,151,448577.0,7.81,26.17
788,Zepo,649,385856.0,9.28,10.7
789,Kartrocket,176,751074.0,3.13,21.41
790,Paytm Mall,214,56191.0,16.33,10.88
791,Shopify,798,434712.0,15.83,0.94
792,Martjack,138,110196.0,7.92,10.19
793,Unicommerce,593,384680.0,25.97,18.95
794,Squarespace,77,1651859.0,8.11,7.46
795,Zepo,158,311015.0,8.19,8.24
796,StoreHippo,57,50000.0,6.64,21.08
797,Squarespace,188,50000.0,21.61,12.16
798,Dukaan,64,325983.0,9.42,8.51
799,BigCommerce,519,299839.0,25.24,11.83
800,Dukaan,1182,50000.0,23.42,18.4
801,BigCommerce,1007,203596.0,8.97,7.8
802,Martjack,1066,219315.0,14.6,13.73
803,WooCommerce,63,1080619.0,8.24,4.86
804,Paytm Mall,37,61477.0,3.41,20.51
805,Kartrocket,582,52683.0,23.83,6.18
806,WooCommerce,181,200442.0,13.25,12.3
807,PrestaShop,158,107587.0,17.18,7.18
808,Unicommerce,206,198741.0,7.99,19.06
809,OpenCart,125,50000.0,16.0,20.33
810,Shopmatic,819,565048.0,11.31,9.2
811,WooCommerce,405,147331.0,21.49,13.14
812,Volusion,690,63430.0,6.7,16.2
813,Magento,285,201526.0,10.12,24.54
814,PrestaShop,77,50000.0,10.12,18.13
815,PrestaShop,101,113607.0,14.78,6.8
816,WooCommerce,157,733062.0,10.17,9.43
817,Kartrocket,255,338147.0,11.21,8.3
818,WooCommerce,131,80480.0,3.34,24.75
819,Volusion,773,519829.0,5.92,16.18
820,Volusion,429,287654.0,18.99,20.72
821,Instamojo,387,114741.0,11.27,3.52
822,Shopmatic,379,69992.0,22.66,19.56
823,StoreHippo,364,169087.0,30.03,3.8
824,Paytm Mall,101,213073.0,21.55,5.03
825,OpenCart,585,50000.0,33.45,9.84
826,Squarespace,381,50000.0,21.33,14.68
827,Instamojo,136,2363657.0,0.69,8.18
828,Paytm Mall,421,50000.0,9.62,23.49
829,Shopify,53,118703.0,1.44,12.35
830,Magento,117,84009.0,2.72,8.14
831,Shopify,71,218854.0,5.12,10.63
832,OpenCart,176,50000.0,15.21,7.63
833,Magento,226,350749.0,21.13,26.77
834,OpenCart,50,663806.0,4.34,12.11
835,Weebly,156,1699470.0,17.02,15.21
836,OpenCart,151,87936.0,17.76,13.58
837,Magento,177,204529.0,7.75,7.06
838,Zepo,127,268313.0,17.33,16.67
839,Dukaan,181,288856.0,25.15,22.07
840,Kartify,95,50000.0,18.22,19.59
841,Kartify,34,95178.0,8.72,14.61
842,OpenCart,382,444363.0,11.53,12.65
843,Kartify,279,668002.0,4.53,17.56
844,PrestaShop,48,125430.0,0.88,1.36
845,Paytm Mall,81,188756.0,9.3,4.19
846,Custom,1195,50000.0,10.5,12.63
847,Dukaan,197,50000.0,10.53,22.64
848,Shopify,41,156548.0,20.83,14.81
849,StoreHippo,350,661296.0,13.16,5.83
850,Shopify,80,274180.0,15.39,15.72
851,StoreHippo,1104,97297.0,5.35,9.33
852,OpenCart,568,289117.0,17.42,24.35
853,Squarespace,843,57462.0,22.74,13.6
854,OpenCart,580,232751.0,23.2,10.64
855,Kartrocket,641,132463.0,3.35,19.77
856,WooCommerce,1034,331781.0,13.01,10.72
857,Instamojo,152,196340.0,7.79,12.94
858,Martjack,589,181275.0,24.83,21.34
859,Shopify,165,373583.0,9.74,15.34
860,Paytm Mall,158,145776.0,23.81,6.49
861,Weebly,775,242722.0,23.88,9.13
862,Squarespace,431,112717.0,8.76,20.37
863,Martjack,128,584744.0,2.38,26.51
864,Custom,36,592348.0,13.62,2.4
865,Shopmatic,1020,742438.0,7.72,6.05
866,Weebly,95,115868.0,7.32,18.38
867,Kartrocket,75,142995.0,9.04,9.58
868,Custom,76,309410.0,21.38,13.14
869,Custom,880,147487.0,27.27,15.27
870,Zepo,286,50692.0,11.86,25.36
871,Magento,197,65527.0,6.11,15.4
872,OpenCart,531,256962.0,12.38,25.78
873,WooCommerce,198,282060.0,25.85,15.08
874,Volusion,1167,237782.0,4.1,15.11
875,Kartrocket,474,224989.0,5.2,1.61
876,Custom,477,247294.0,13.95,11.51
877,Martjack,134,360199.0,11.4,28.9
878,Weebly,61,194055.0,5.21,19.86
879,Dukaan,299,50000.0,21.89,21.22
880,Kartify,188,252557.0,9.83,20.12
881,Martjack,81,78276.0,2.47,11.73
882,Custom,1036,139822.0,10.54,2.1
883,BigCommerce,236,58317.0,6.95,5.86
884,Volusion,145,108554.0,23.06,3.38
885,Paytm Mall,367,1367831.0,10.06,22.83
886,Custom,406,50000.0,12.03,16.62
887,Shopmatic,554,50000.0,25.53,9.58
888,Martjack,999,71044.0,12.39,8.36
889,Custom,691,157186.0,24.12,4.3
890,Zepo,35,68575.0,10.29,18.22
891,Zepo,523,154684.0,18.72,9.89
892,Shopmatic,590,128687.0,21.2,25.89
893,Paytm Mall,413,367587.0,11.32,12.32
894,Shopmatic,114,50000.0,10.38,15.94
895,BigCommerce,1047,89914.0,12.08,8.63
896,Martjack,751,119452.0,17.98,4.15
897,OpenCart,401,1143924.0,6.51,21.03
898,BigCommerce,73,297528.0,9.0,23.14
899,Weebly,361,713799.0,2.53,0.38
900,Unicommerce,158,543218.0,6.71,5.79
901,PrestaShop,388,144190.0,10.57,1.74
902,Martjack,36,50000.0,18.37,6.71
903,Shopify,577,239224.0,5.07,7.9
904,Unicommerce,909,210933.0,5.58,16.36
905,WooCommerce,418,260377.0,10.52,9.51
906,Volusion,320,109122.0,15.46,12.87
907,Custom,186,190578.0,27.14,1.03
908,Shopify,1010,117126.0,22.47,5.22
909,Zepo,150,323897.0,3.64,16.33
910,PrestaShop,751,237715.0,7.16,10.66
911,Unicommerce,164,176626.0,15.63,13.16
912,WooCommerce,122,120246.0,12.26,12.01
913,Unicommerce,48,247942.0,1.97,10.08
914,Weebly,194,443849.0,0.93,19.52
915,Shopify,30,50000.0,19.47,16.47
916,Paytm Mall,492,173075.0,7.13,14.6
917,BigCommerce,522,101521.0,15.44,3.92
918,Dukaan,180,133624.0,6.7,9.24
919,Magento,120,157391.0,12.86,7.07
920,Kartify,126,146031.0,12.46,22.16
921,Weebly,1129,136599.0,19.87,22.78
922,Custom,789,548057.0,12.2,11.37
923,WooCommerce,109,181784.0,15.07,2.84
924,Unicommerce,178,71111.0,9.58,1.73
925,OpenCart,130,72780.0,30.16,22.51
926,Martjack,433,51824.0,23.95,10.41
927,Martjack,536,82850.0,20.36,15.91
928,Zepo,114,178122.0,33.07,8.83
929,Kartrocket,141,139028.0,10.81,25.26
930,Shopify,426,227075.0,11.14,8.05
931,BigCommerce,344,325349.0,14.44,17.11
932,Zepo,104,269034.0,18.66,17.72
933,WooCommerce,873,651920.0,10.73,25.71
934,WooCommerce,609,450516.0,15.89,4.66
935,PrestaShop,154,349511.0,18.02,24.09
936,Volusion,243,460974.0,2.01,4.46
937,Weebly,158,57947.0,14.13,4.22
938,PrestaShop,935,54894.0,14.86,10.96
939,OpenCart,135,50000.0,18.55,6.23
940,StoreHippo,1171,394988.0,11.67,2.5
941,Volusion,376,122871.0,6.57,12.43
942,StoreHippo,120,75978.0,2.41,20.06
943,Kartrocket,810,243889.0,29.88,8.05
944,BigCommerce,134,397381.0,11.33,20.89
945,WooCommerce,72,202166.0,7.55,6.92
946,Volusion,94,363791.0,11.7,21.43
947,Instamojo,578,189860.0,19.85,25.58
948,PrestaShop,101,110150.0,9.98,1.51
949,Squarespace,109,338070.0,8.85,21.12
950,BigCommerce,525,50000.0,19.45,13.89
951,PrestaShop,179,213709.0,20.75,6.25
952,StoreHippo,171,231704.0,4.05,16.79
953,Volusion,129,241930.0,8.21,18.03
954,PrestaShop,954,87031.0,18.09,15.92
955,Magento,662,122844.0,11.9,24.81
956,PrestaShop,1135,416040.0,23.76,11.22
957,Kartify,119,581628.0,9.63,9.44
958,Shopmatic,243,788006.0,6.74,17.17
959,Unicommerce,86,1080715.0,19.79,28.36
960,Unicommerce,166,137620.0,21.34,10.71
961,Kartify,142,398563.0,12.59,25.79
962,Magento,225,89379.0,19.99,5.31
963,Paytm Mall,321,94241.0,12.8,9.98
964,Shopify,855,107059.0,6.0,18.01
965,WooCommerce,836,50000.0,16.15,19.64
966,Kartify,460,165028.0,22.38,8.18
967,Squarespace,225,190423.0,18.13,12.65
968,Weebly,153,141272.0,14.1,13.49
969,Magento,52,201482.0,7.04,19.27
970,Squarespace,1119,374441.0,20.66,19.77
971,Shopify,493,59713.0,13.42,10.66
972,Dukaan,707,246928.0,6.32,20.74
973,Unicommerce,164,62666.0,8.28,3.12
974,Zepo,551,301571.0,20.35,1.51
975,PrestaShop,157,50000.0,12.53,13.38
976,Squarespace,124,87333.0,5.83,18.32
977,Magento,43,273248.0,18.28,25.0
978,Martjack,147,51279.0,2.48,14.51
979,Kartify,459,77725.0,17.94,25.89
980,Magento,49,54868.0,28.48,6.75
981,Unicommerce,58,50000.0,21.51,5.49
982,Kartify,321,132010.0,6.83,20.14
983,Squarespace,293,854330.0,9.35,26.82
984,BigCommerce,926,110409.0,1.49,18.81
985,Shopify,127,133533.0,21.65,7.2
986,Kartrocket,84,137097.0,22.9,4.57
987,Volusion,39,50000.0,14.97,10.47
988,Weebly,1067,990211.0,5.08,21.02
989,Unicommerce,127,232826.0,11.77,2.86
990,Unicommerce,59,355938.0,3.41,17.76
991,StoreHippo,500,121030.0,15.43,7.79
992,Paytm Mall,191,230261.0,9.6,19.05
993,Custom,152,296723.0,6.4,15.42
994,Dukaan,909,1061351.0,28.19,6.19
995,PrestaShop,337,50000.0,10.35,20.29
996,Magento,503,107751.0,14.81,9.34
997,BigCommerce,868,458669.0,6.55,15.43
998,PrestaShop,92,1030690.0,3.84,1.76
999,Kartrocket,174,137945.0,13.3,6.69
1000,Instamojo,51,123550.0,24.98,17.33
1001,StoreHippo,32,127200.0,17.94,4.9
1002,Unicommerce,140,264825.0,13.51,18.12
1003,PrestaShop,1153,153460.0,12.35,10.06
1004,Weebly,536,141822.0,8.15,13.99
1005,WooCommerce,1019,430733.0,2.3,19.36
1006,Kartrocket,492,1765953.0,15.92,10.95
1007,Kartrocket,147,57402.0,14.96,3.93
1008,Shopmatic,531,323571.0,28.29,23.99
1009,Zepo,179,142852.0,10.15,18.81
1010,Martjack,462,50000.0,8.29,11.69
1011,Volusion,509,50000.0,5.84,29.31
1012,Shopmatic,147,50000.0,16.48,5.91
1013,Kartrocket,483,177398.0,11.64,11.49
1014,Dukaan,39,50000.0,7.81,13.35
1015,Magento,631,169890.0,9.12,28.24
1016,Martjack,175,508386.0,18.12,16.08
1017,Unicommerce,101,171607.0,7.89,4.24
1018,Custom,246,50000.0,12.13,14.93
1019,Custom,145,146115.0,18.17,10.1
1020,Weebly,519,320780.0,2.26,15.85
1021,Unicommerce,646,125448.0,23.67,7.96
1022,Martjack,247,291285.0,15.14,18.51
1023,Instamojo,1143,121530.0,6.45,13.21
1024,WooCommerce,33,669753.0,19.39,10.08
1025,BigCommerce,409,50000.0,6.9,1.61
1026,Kartrocket,84,582618.0,13.5,23.05
1027,Martjack,152,400189.0,4.97,8.28
1028,PrestaShop,581,131530.0,12.69,13.83
1029,Shopify,49,295057.0,12.09,22.99
1030,Weebly,276,724677.0,19.15,7.91
1031,BigCommerce,1093,50000.0,1.63,7.33
1032,BigCommerce,160,149901.0,11.32,7.29
1033,Custom,307,225787.0,15.66,11.81
1034,Zepo,78,80291.0,10.58,9.7
1035,Unicommerce,166,50000.0,20.45,4.96
1036,Kartrocket,110,71566.0,14.12,22.48
1037,Squarespace,958,73271.0,33.31,11.92
1038,Paytm Mall,174,270384.0,31.25,14.85
1039,StoreHippo,35,383376.0,14.51,5.74
1040,Unicommerce,1033,1444240.0,9.26,17.22
1041,BigCommerce,38,115791.0,11.18,4.86
1042,Unicommerce,98,101689.0,23.27,1.1
1043,Paytm Mall,225,273171.0,16.45,27.61
1044,PrestaShop,141,268047.0,16.75,13.88
1045,Shopmatic,45,135895.0,9.08,5.36
1046,WooCommerce,776,232233.0,2.43,4.84
1047,Magento,100,247159.0,5.02,7.93
1048,Magento,31,1022236.0,17.35,7.92
1049,Kartify,149,50000.0,9.74,16.92
1050,Zepo,108,84969.0,24.68,13.24
1051,Kartify,49,135630.0,10.43,13.05
1052,WooCommerce,577,179665.0,10.07,8.94
1053,Volusion,373,50000.0,13.83,7.71
1054,Martjack,487,50000.0,10.45,11.93
1055,Dukaan,380,59572.0,29.59,18.07
1056,Custom,514,226313.0,18.39,4.62
1057,PrestaShop,439,148633.0,12.23,10.58
1058,WooCommerce,258,50000.0,18.87,18.25
1059,Shopmatic,265,297478.0,7.32,9.72
1060,PrestaShop,147,557141.0,27.2,17.95
1061,Dukaan,193,265746.0,13.94,3.33
1062,PrestaShop,1077,616604.0,1.63,29.45
1063,WooCommerce,290,148879.0,21.29,4.1
1064,Weebly,54,164272.0,31.64,11.66
1065,Kartrocket,115,50000.0,21.0,21.11
1066,Instamojo,150,1814246.0,17.92,15.06
1067,Instamojo,603,612973.0,21.42,17.98
1068,BigCommerce,417,241018.0,5.64,21.32
1069,Dukaan,587,50000.0,21.93,17.33
1070,Shopify,56,58815.0,8.97,11.67
1071,Shopify,117,537553.0,25.19,13.17
1072,Kartify,191,239040.0,12.49,15.24
1073,Magento,64,222065.0,22.36,17.4
1074,Shopify,110,159370.0,22.16,11.45
1075,Kartrocket,152,498294.0,5.0,10.32
1076,Kartify,452,170763.0,6.65,13.38
1077,Squarespace,38,324963.0,0.77,10.01
1078,Zepo,1135,203639.0,19.68,10.03
1079,PrestaShop,116,50000.0,18.59,2.08
1080,Zepo,554,199795.0,7.41,15.41
1081,Paytm Mall,865,77321.0,2.44,17.84
1082,OpenCart,501,361577.0,17.54,3.93
1083,Instamojo,1122,903950.0,29.54,13.32
1084,PrestaShop,433,243545.0,5.51,8.11
1085,WooCommerce,484,389135.0,7.65,11.48
1086,PrestaShop,580,67396.0,6.36,25.76
1087,WooCommerce,307,276811.0,5.39,21.83
1088,Unicommerce,430,181935.0,22.51,15.61
1089,Unicommerce,921,78076.0,13.91,7.9
1090,Unicommerce,135,50612.0,2.15,4.75
1091,Kartrocket,140,1092481.0,4.48,27.76
1092,Magento,55,215139.0,13.04,19.16
1093,PrestaShop,273,174100.0,6.09,16.79
1094,PrestaShop,409,249602.0,10.3,12.23
1095,Shopify,167,410296.0,20.51,26.38
1096,Dukaan,55,76633.0,9.93,8.54
1097,Zepo,576,425963.0,10.85,21.54
1098,WooCommerce,386,297062.0,25.0,6.3
1099,Martjack,342,220559.0,6.62,13.86
1100,Instamojo,57,68116.0,13.33,17.85
1101,Weebly,121,223073.0,19.58,5.2
1102,Kartrocket,46,369918.0,8.86,11.08
1103,Magento,230,51797.0,9.79,20.01
1104,Dukaan,33,54128.0,10.84,5.19
1105,Shopmatic,109,178482.0,13.81,12.05
1106,PrestaShop,437,77226.0,6.91,9.26
1107,Custom,137,658608.0,16.45,11.81
1108,Custom,586,92257.0,21.06,10.5
1109,Shopify,103,99047.0,23.49,4.63
1110,Dukaan,110,167997.0,11.49,21.18
1111,WooCommerce,41,307403.0,29.13,6.96
1112,WooCommerce,167,82001.0,24.57,22.54
1113,Volusion,305,366566.0,1.12,10.43
1114,Martjack,185,221637.0,7.97,7.76
1115,Martjack,1163,50000.0,7.91,20.19
1116,Squarespace,563,262813.0,16.04,7.46
1117,Instamojo,234,971622.0,2.87,3.98
1118,Kartify,242,205769.0,15.86,25.24
1119,Shopify,160,782476.0,25.63,17.82
1120,BigCommerce,591,85783.0,8.99,9.98
1121,Volusion,86,153800.0,16.26,7.93
1122,Zepo,74,161599.0,8.22,8.71
1123,OpenCart,77,899993.0,8.59,10.0
1124,BigCommerce,202,229515.0,12.24,1.15
1125,Shopify,146,2739416.0,12.98,22.37
1126,Squarespace,87,115546.0,15.03,19.81
1127,PrestaShop,268,50000.0,9.74,22.25
1128,Martjack,1099,811501.0,15.34,27.09
1129,BigCommerce,146,1167579.0,26.76,15.73
1130,Dukaan,871,50000.0,3.1,21.98
1131,Kartrocket,56,409474.0,14.37,4.48
1132,PrestaShop,494,128235.0,13.0,7.03
1133,Magento,95,1081815.0,6.1,15.34
1134,Unicommerce,391,96589.0,4.54,24.88
1135,Kartify,1080,451940.0,35.12,17.26
1136,Kartify,63,203066.0,21.14,16.87
1137,Instamojo,1015,50000.0,14.32,20.02
1138,Dukaan,1074,674889.0,2.9,29.18
1139,Custom,147,50000.0,28.61,24.57
1140,Zepo,284,81831.0,6.67,2.51
1141,Kartify,75,198009.0,15.78,21.47
1142,Dukaan,1071,50000.0,20.97,18.84
1143,OpenCart,35,65900.0,4.46,12.58
1144,Zepo,81,50000.0,6.77,2.42
1145,Magento,321,198823.0,11.5,23.84
1146,Shopify,191,82639.0,28.89,4.47
1147,Shopify,403,61780.0,19.84,26.15
1148,Zepo,118,386166.0,22.47,5.19
1149,OpenCart,1136,50000.0,10.57,14.5
1150,Unicommerce,388,183409.0,8.33,13.59
1151,Paytm Mall,154,50000.0,5.55,20.14
1152,Dukaan,457,238669.0,20.82,24.12
1153,Zepo,442,50000.0,0.42,8.08
1154,Kartrocket,74,135344.0,6.66,0.27
1155,Volusion,64,113804.0,18.66,17.42
1156,Magento,103,126015.0,16.84,17.15
1157,Volusion,213,127550.0,1.62,5.53
1158,Kartify,1093,598811.0,21.69,22.23
1159,Kartify,230,385563.0,25.34,25.45
1160,Custom,90,446156.0,12.67,7.73
1161,Volusion,1009,50000.0,11.34,13.14
1162,Zepo,602,136300.0,13.62,5.4
1163,Magento,310,490410.0,15.27,13.75
1164,Custom,180,64190.0,10.64,0.75
1165,Shopmatic,107,185598.0,13.55,12.55
1166,Shopify,258,124295.0,11.03,11.25
1167,BigCommerce,624,500945.0,9.7,9.78
1168,WooCommerce,190,1097704.0,3.39,21.61
1169,Martjack,706,85603.0,13.43,15.09
1170,Unicommerce,367,109850.0,5.98,13.64
1171,Shopify,151,166032.0,24.54,9.61
1172,Shopmatic,381,166270.0,4.9,19.98
1173,Zepo,1150,225573.0,8.74,1.79
1174,Kartrocket,37,329871.0,14.74,32.46
1175,Weebly,63,63249.0,14.14,13.15
1176,WooCommerce,158,138205.0,9.31,14.02
1177,Instamojo,219,136945.0,10.08,10.03
1178,Weebly,679,354737.0,11.93,7.41
1179,Paytm Mall,511,135268.0,20.1,5.37
1180,Custom,84,115549.0,20.85,3.72
1181,WooCommerce,210,87189.0,7.13,22.78
1182,Weebly,175,60170.0,21.06,2.15
1183,Shopmatic,74,138783.0,10.48,18.23
1184,Kartify,561,137039.0,20.15,4.67
1185,OpenCart,91,50000.0,14.31,10.9
1186,Zepo,314,346334.0,4.39,10.03
1187,Paytm Mall,606,207923.0,10.56,9.08
1188,WooCommerce,562,50000.0,18.2,9.58
1189,StoreHippo,359,230848.0,28.26,11.05
1190,Dukaan,241,88946.0,17.66,25.82
1191,OpenCart,1112,267599.0,4.87,10.58
1192,Volusion,1146,73755.0,18.65,6.42
1193,Kartrocket,611,173427.0,9.2,9.5
1194,Kartrocket,908,1094266.0,25.12,12.67
1195,Kartify,47,356962.0,6.95,9.17
1196,StoreHippo,487,574750.0,13.77,11.05
1197,Kartify,780,419106.0,11.92,14.52
